student_id,gender,grade,college,major,current_gpa,previous_gpa,fail_risk_level,study_engagement_index,life_regularity_index,mental_health_index,cluster,cluster_name,graduation_achievement,graduation_level,phone_usage_hours,attendance_rate,homework_completion_rate,avg_sleep_hours,social_interaction,psychological_score,stress_level,failed_courses_total,failed_courses_current,credit_completion_rate,cet4_passed,has_scholarship,has_warning_history,is_poverty,family_income_level,native_place_type,is_only_child,hometown
202506020113,男,大一,文学院,新闻学,3.3,3.46,低风险,0.5902499999999999,0.6366,0.5806,2,高危型,0.5286,严重风险,6.0,0.774,0.759,7.3,3.7,79.9,5.0,0,0,0.212,0,0,0,0,低,农村,0,华南
202501040105,男,大一,信息工程学院,电子信息工程,3.36,3.49,低风险,0.55475,0.6154,0.6681999999999999,2,高危型,0.6798,风险,7.1,0.908,0.835,6.6,6.3,79.3,4.6,0,0,0.206,1,0,0,0,高,城市,1,华东
202506020302,女,大一,文学院,新闻学,4.01,4.14,低风险,0.771,0.6989,0.5871999999999999,4,学霸型,0.5662,风险,5.9,0.906,0.79,7.0,2.7,74.8,3.1,0,0,0.219,0,0,0,0,中,县镇,1,华东
202206010106,女,大四,文学院,汉语言文学,3.47,3.55,低风险,0.6179999999999999,0.6468,0.6108,1,佛系型,0.8785000000000001,优秀,6.6,0.765,0.697,7.9,3.9,76.2,3.7,0,0,0.85,1,0,0,0,中,县镇,1,华中
202404030104,女,大二,经济管理学院,会计学,3.0,3.24,中风险,0.59225,0.6357999999999999,0.5364,2,高危型,0.4775,严重风险,6.6,0.774,0.813,7.1,3.6,71.1,5.2,0,0,0.425,0,1,1,0,中,县镇,1,华北
202202020110,男,大四,机械工程学院,机械电子工程,3.05,2.83,中风险,0.696,0.7314999999999999,0.7362,1,佛系型,0.7038999999999999,良好,5.6,0.887,0.795,6.9,9.3,79.8,5.4,0,0,0.838,0,0,0,0,高,城市,0,华北
202403010117,女,大二,土木工程学院,土木工程,3.06,3.36,低风险,0.72925,0.7085,0.707,1,佛系型,0.5823,风险,4.9,0.838,0.919,7.1,7.2,71.0,3.1,0,0,0.431,0,0,0,0,低,县镇,0,华东
202201010201,女,大四,信息工程学院,计算机科学与技术,3.84,3.37,中风险,0.7004999999999999,0.6302,0.5618,3,均衡型,0.5195000000000001,严重风险,6.8,0.822,0.804,8.2,3.8,76.7,5.3,3,0,0.825,0,0,1,0,高,农村,1,华东
202201040207,男,大四,信息工程学院,电子信息工程,3.95,3.66,低风险,0.737,0.7045,0.5898000000000001,1,佛系型,0.9043,优秀,4.3,0.781,0.779,7.9,5.0,68.7,4.5,0,0,0.856,1,0,0,0,中,城市,0,华北
202302010109,男,大三,机械工程学院,机械设计制造及其自动化,3.37,3.52,低风险,0.6944999999999999,0.7110000000000001,0.7188,1,佛系型,0.7699,良好,4.4,0.913,0.857,8.0,8.3,86.7,5.9,1,0,0.638,1,1,0,0,低,城市,1,东北
202204010205,女,大四,经济管理学院,工商管理,3.6,3.43,低风险,0.765,0.6312,0.6036,0,均衡型,0.8868,优秀,5.5,0.861,0.811,7.8,3.6,75.9,3.6,0,0,0.856,1,0,0,0,中,城市,0,华南
202401020213,女,大二,信息工程学院,软件工程,2.49,3.24,高风险,0.73875,0.5914999999999999,0.6569999999999999,3,均衡型,0.6202,风险,6.5,0.904,0.885,7.6,6.8,73.5,4.7,2,0,0.419,1,0,0,0,中,城市,1,西北
202505020209,男,大一,外国语学院,商务英语,3.09,3.59,中风险,0.63775,0.6663,0.6906000000000001,1,佛系型,0.47450000000000003,严重风险,6.1,0.794,0.723,8.4,5.9,89.4,4.8,1,0,0.2,0,0,0,0,中,县镇,0,华东
202306010311,男,大三,文学院,汉语言文学,4.21,4.22,低风险,0.72675,0.6560999999999999,0.748,0,均衡型,0.7054999999999999,良好,4.3,0.877,0.808,7.8,6.7,88.0,3.5,0,0,0.65,0,0,0,0,高,城市,1,华东
202504030307,男,大一,经济管理学院,会计学,3.56,3.65,低风险,0.7145,0.7154,0.6664,0,均衡型,0.4998,严重风险,4.9,0.932,0.818,8.9,7.1,72.1,4.5,1,0,0.206,0,0,0,0,中,城市,0,华南
202301020303,女,大三,信息工程学院,软件工程,4.09,3.89,低风险,0.87325,0.7286,0.7857999999999999,4,学霸型,0.7012999999999999,良好,2.4,0.961,0.972,6.0,7.9,78.7,2.2,0,0,0.656,0,1,0,0,中,县镇,0,东北
202304010109,女,大三,经济管理学院,工商管理,4.22,4.33,低风险,0.7215,0.7718999999999999,0.7011999999999999,4,学霸型,0.8178000000000001,良好,5.0,0.869,0.805,8.6,6.8,73.3,3.2,1,0,0.656,1,0,0,0,低,县镇,1,东北
202202010204,女,大四,机械工程学院,机械设计制造及其自动化,3.47,3.25,低风险,0.6547500000000002,0.7208,0.6542,1,佛系型,0.7285,良好,4.4,0.866,0.851,7.3,7.6,69.8,5.1,0,0,0.85,0,0,0,0,中,县镇,0,东北
202301030115,男,大三,信息工程学院,数据科学与大数据技术,3.27,3.02,高风险,0.714,0.6106,0.6352,3,均衡型,0.5692,风险,6.6,0.887,0.829,6.8,6.4,68.8,4.4,2,0,0.619,0,0,0,0,中,县镇,1,华北
202402010105,男,大二,机械工程学院,机械设计制造及其自动化,3.11,3.28,低风险,0.76275,0.7166,0.5790000000000001,0,均衡型,0.5848,风险,3.5,0.873,0.892,7.0,3.5,78.0,4.6,0,0,0.431,0,0,0,0,中,县镇,0,华南
202403010302,男,大二,土木工程学院,土木工程,3.35,3.19,低风险,0.668,0.6179999999999999,0.629,3,均衡型,0.5950000000000001,风险,6.9,0.795,0.715,7.3,6.8,68.0,4.9,0,0,0.425,0,0,0,0,高,农村,0,西南
202304020207,男,大三,经济管理学院,市场营销,3.35,3.24,低风险,0.72575,0.651,0.673,0,均衡型,0.6707000000000001,风险,6.1,0.83,0.947,7.5,5.5,83.5,4.2,1,0,0.644,1,1,1,0,中,县镇,1,西北
202304030101,男,大三,经济管理学院,会计学,3.93,3.5,低风险,0.67225,0.6635000000000001,0.6484000000000001,1,佛系型,0.5897000000000001,风险,5.5,0.893,0.812,7.4,6.5,75.1,4.9,0,0,0.644,0,0,1,0,中,城市,0,西北
202304030308,男,大三,经济管理学院,会计学,4.03,3.68,低风险,0.68025,0.6885000000000001,0.8006000000000001,1,佛系型,0.6965,风险,6.0,0.788,0.825,7.9,7.5,86.9,2.4,0,0,0.65,0,1,0,0,低,农村,0,西北
202202020401,女,大四,机械工程学院,机械电子工程,3.88,3.74,低风险,0.7104999999999999,0.7204,0.663,4,学霸型,0.709,良好,3.7,0.829,0.963,7.3,5.0,82.5,3.9,1,0,0.85,0,0,0,0,低,农村,0,华南
202403020101,男,大二,土木工程学院,工程管理,3.08,3.39,中风险,0.70625,0.5922000000000001,0.6439999999999999,3,均衡型,0.6915,风险,7.3,0.9,0.765,6.9,6.5,60.5,3.1,1,0,0.425,1,0,0,0,中,城市,0,华中
202201040103,女,大四,信息工程学院,电子信息工程,3.51,3.39,中风险,0.643,0.6779,0.6182000000000001,1,佛系型,0.6486999999999999,风险,6.5,0.83,0.806,7.3,5.3,74.3,4.6,2,0,0.844,0,0,0,0,高,农村,1,华北
202307010116,男,大三,理学院,应用数学,3.23,3.33,中风险,0.6215,0.8307,0.5874,1,佛系型,0.6528999999999999,风险,3.1,0.842,0.736,7.5,5.7,77.1,6.4,0,0,0.638,0,0,0,0,中,城市,0,华东
202505020202,女,大一,外国语学院,商务英语,3.95,3.81,低风险,0.758,0.6449,0.6508,0,均衡型,0.6111,风险,4.8,0.942,0.876,7.2,6.3,83.2,5.7,0,0,0.212,1,0,1,0,中,城市,1,华南
202201030103,女,大四,信息工程学院,数据科学与大数据技术,3.28,3.36,中风险,0.757875,0.6872999999999999,0.6632,0,均衡型,0.6753999999999999,风险,4.6,1.0345000000000002,0.911,7.5,8.3,62.3,4.5,1,0,0.838,0,0,0,0,高,城市,0,华南
202303020306,女,大三,土木工程学院,工程管理,3.83,3.68,低风险,0.704,0.7545,0.6464000000000001,4,学霸型,0.7929,良好,3.7,0.864,0.836,8.4,5.9,79.1,4.9,1,0,0.638,1,0,0,0,中,城市,0,华北
202207010201,女,大四,理学院,应用数学,2.77,2.96,高风险,0.74775,0.6931,0.6826,1,佛系型,0.6499,风险,6.4,0.844,0.885,7.9,7.3,78.4,5.0,1,1,0.838,0,0,0,0,高,城市,0,西北
202501020111,女,大一,信息工程学院,软件工程,3.03,3.3,低风险,0.80625,0.6893,0.6192,0,均衡型,0.6651,风险,5.2,0.893,0.922,8.3,6.0,69.3,4.6,0,0,0.212,1,0,0,1,低,城市,1,华东
202401010106,女,大二,信息工程学院,计算机科学与技术,3.98,3.77,低风险,0.7109999999999999,0.6268,0.7226000000000001,3,均衡型,0.7365,良好,4.5,0.858,0.958,7.1,5.9,88.4,3.6,1,0,0.425,1,0,0,0,高,农村,1,华北
202204020206,男,大四,经济管理学院,市场营销,2.88,3.14,低风险,0.6112500000000001,0.5941,0.5944,2,高危型,0.8508,优秀,8.5,0.797,0.788,6.7,5.5,69.1,4.9,0,0,0.856,1,0,0,0,中,城市,1,华中
202305010209,女,大三,外国语学院,英语,4.18,3.91,低风险,0.6142500000000001,0.744,0.7104,1,佛系型,0.7058,良好,2.4,0.797,0.842,7.6,7.5,84.6,5.1,0,0,0.656,0,1,0,0,中,县镇,1,华中
202401040214,男,大二,信息工程学院,电子信息工程,3.37,3.34,低风险,0.65725,0.6041000000000001,0.746,3,均衡型,0.5978,风险,4.9,0.842,0.831,8.0,8.4,81.5,4.4,0,0,0.431,0,0,0,0,中,城市,1,华中
202503010206,男,大一,土木工程学院,土木工程,3.54,3.58,低风险,0.8187500000000001,0.6409,0.5755999999999999,0,均衡型,0.5406,严重风险,5.3,0.925,0.876,7.8,6.0,62.9,5.2,0,0,0.212,0,0,0,1,低,农村,1,华中
202506010305,男,大一,文学院,汉语言文学,3.82,3.8,低风险,0.6780000000000002,0.7654999999999998,0.6723999999999999,1,佛系型,0.5546,风险,5.7,0.928,0.744,7.8,7.8,66.1,4.2,0,0,0.212,0,1,0,0,中,农村,0,东北
202402010114,女,大二,机械工程学院,机械设计制造及其自动化,3.77,3.21,中风险,0.5670000000000001,0.6799,0.5856,1,佛系型,0.7642,良好,5.5,0.867,0.749,6.7,6.8,63.9,5.8,0,0,0.419,1,0,0,0,高,农村,1,西南
202503020111,女,大一,土木工程学院,工程管理,2.93,3.28,中风险,0.7297499999999999,0.5606,0.4946,3,均衡型,0.46830000000000005,严重风险,8.3,0.974,0.863,6.7,1.8,70.4,4.7,1,0,0.206,0,0,0,0,低,农村,1,华北
202203010101,男,大四,土木工程学院,土木工程,3.31,2.87,中风险,0.7314999999999999,0.6476999999999999,0.6424,3,均衡型,0.6823,风险,6.9,0.831,0.877,7.0,7.0,67.6,4.6,1,1,0.856,0,0,0,0,中,农村,1,华南
202504020110,男,大一,经济管理学院,市场营销,3.3,3.32,低风险,0.6244999999999999,0.66,0.7256,1,佛系型,0.5286,严重风险,4.1,0.85,0.906,7.4,7.9,79.4,4.3,0,0,0.212,0,0,0,0,中,城市,0,华北
202505020115,女,大一,外国语学院,商务英语,4.3,3.67,低风险,0.66925,0.6974,0.6512,1,佛系型,0.5786,风险,4.1,0.866,0.793,7.3,4.8,80.3,3.8,0,0,0.212,0,1,0,0,中,农村,0,东北
202406020202,女,大二,文学院,新闻学,4.01,3.77,低风险,0.846,0.7075,0.601,4,学霸型,0.5319,严重风险,4.9,0.922,0.97,7.0,4.0,82.0,4.9,0,0,0.438,0,0,1,0,高,城市,0,华东
202507010401,男,大一,理学院,应用数学,3.15,2.96,中风险,0.654,0.6284000000000001,0.7074,2,高危型,0.5193,严重风险,4.4,0.782,0.758,6.4,6.3,90.6,4.8,0,0,0.206,0,0,0,0,中,城市,0,华东
202501040203,男,大一,信息工程学院,电子信息工程,3.84,3.48,低风险,0.61075,0.6267999999999999,0.6328,3,均衡型,0.45380000000000004,严重风险,7.7,0.848,0.863,6.6,8.0,72.7,6.6,0,0,0.206,0,0,1,0,中,城市,0,华南
202401030211,男,大二,信息工程学院,数据科学与大数据技术,3.49,3.66,低风险,0.803,0.7700999999999999,0.73,4,学霸型,0.7138,良好,4.8,0.935,0.955,8.2,6.7,88.0,4.1,1,0,0.431,1,0,0,0,低,县镇,1,东北
202201040114,男,大四,信息工程学院,电子信息工程,3.18,3.16,中风险,0.52625,0.624,0.5920000000000001,2,高危型,0.7122,良好,5.9,0.715,0.838,6.8,5.9,67.0,5.1,0,0,0.844,0,0,0,0,中,县镇,0,华南
202503020104,女,大一,土木工程学院,工程管理,3.71,3.55,低风险,0.68875,0.6489,0.6023999999999999,3,均衡型,0.5491,严重风险,5.4,0.955,0.832,7.0,7.3,65.1,5.9,0,0,0.212,0,0,0,0,中,城市,1,西南
202304030303,女,大三,经济管理学院,会计学,3.73,3.57,低风险,0.627,0.6005,0.4228,3,均衡型,0.6379,风险,7.6,0.77,0.828,8.0,1.3,66.7,6.1,1,0,0.638,0,0,0,1,低,农村,1,东北
202301030205,男,大三,信息工程学院,数据科学与大数据技术,3.42,3.42,低风险,0.6500000000000001,0.7745,0.6582,1,佛系型,0.6224,风险,2.6,0.848,0.796,7.9,6.7,70.8,4.2,1,0,0.638,0,0,0,0,中,城市,0,华南
202206010301,男,大四,文学院,汉语言文学,3.55,3.69,低风险,0.65875,0.7609,0.6888,1,佛系型,0.8882,优秀,4.6,0.786,0.753,7.3,4.8,92.7,4.2,0,0,0.869,1,1,0,0,中,城市,1,西北
202306020308,女,大三,文学院,新闻学,3.71,3.68,低风险,0.77725,0.7359000000000001,0.6456,4,学霸型,0.6823,风险,5.6,0.909,0.866,7.7,8.0,66.9,5.4,0,0,0.656,0,1,0,0,中,农村,1,华中
202305020309,女,大三,外国语学院,商务英语,2.97,3.11,中风险,0.64175,0.5409,0.5106,2,高危型,0.456,严重风险,6.6,0.92,0.739,7.0,2.9,74.4,5.8,2,0,0.625,0,0,1,0,低,农村,0,华东
202404030209,男,大二,经济管理学院,会计学,3.8,3.41,低风险,0.724,0.6659999999999999,0.6844,0,均衡型,0.6193000000000001,风险,5.4,0.872,0.852,8.2,7.9,75.1,5.1,0,0,0.431,0,0,0,0,中,城市,0,西南
202402010303,男,大二,机械工程学院,机械设计制造及其自动化,3.39,3.38,高风险,0.618,0.725,0.5753999999999999,1,佛系型,0.6652,风险,6.4,0.849,0.827,7.7,4.5,68.1,4.4,2,1,0.419,1,0,0,0,高,城市,1,华东
202401040209,男,大二,信息工程学院,电子信息工程,2.9,3.18,中风险,0.69975,0.7263999999999999,0.6126,1,佛系型,0.6825,风险,4.2,0.81,0.777,6.2,5.8,71.4,4.9,1,0,0.425,1,0,0,0,高,城市,1,西北
202206010116,女,大四,文学院,汉语言文学,3.97,3.88,低风险,0.7767499999999999,0.691,0.7562,4,学霸型,0.5771,风险,6.5,0.828,0.807,7.8,8.2,83.3,4.1,2,0,0.862,0,0,1,0,中,县镇,1,华北
202403020214,女,大二,土木工程学院,工程管理,3.56,3.49,低风险,0.7765000000000001,0.7505,0.6262,4,学霸型,0.7573000000000001,良好,6.4,0.917,0.961,8.9,5.1,83.8,5.4,0,0,0.431,1,0,0,0,中,农村,1,西南
202207020206,男,大四,理学院,应用物理,3.47,3.46,低风险,0.77075,0.7202,0.6718000000000001,0,均衡型,0.7303000000000001,良好,3.1,0.813,0.864,7.1,4.2,77.2,2.1,0,0,0.856,0,0,0,0,高,县镇,1,华中
202403020305,女,大二,土木工程学院,工程管理,3.88,3.8,低风险,0.75575,0.7349,0.7664,4,学霸型,0.6254000000000001,风险,2.8,0.872,0.797,7.7,8.8,77.6,3.6,0,0,0.438,0,0,0,0,高,城市,1,华中
202405020108,男,大二,外国语学院,商务英语,3.03,3.36,低风险,0.66975,0.7235,0.624,1,佛系型,0.7329,良好,4.8,0.825,0.732,7.8,3.9,82.5,4.1,0,0,0.438,1,1,0,0,低,农村,0,华中
202401010304,男,大二,信息工程学院,计算机科学与技术,3.44,3.14,低风险,0.6377499999999999,0.6412,0.6676,2,高危型,0.5995,风险,5.7,0.831,0.742,6.5,7.2,72.4,4.6,0,0,0.425,0,0,0,0,中,城市,1,华东
202201040104,女,大四,信息工程学院,电子信息工程,2.86,2.97,高风险,0.506625,0.6484999999999999,0.495,2,高危型,0.5065999999999999,严重风险,5.3,0.7024999999999999,0.748,7.6,3.3,63.0,5.2,2,1,0.812,0,0,1,0,高,城市,0,西南
202401030307,女,大二,信息工程学院,数据科学与大数据技术,3.94,3.76,低风险,0.9145000000000001,0.6812,0.7942,4,学霸型,0.5863,风险,5.0,0.926,1.0,7.3,9.5,80.8,3.8,1,0,0.431,0,0,0,0,中,城市,0,华南
202401040206,女,大二,信息工程学院,电子信息工程,3.6,3.69,低风险,0.69175,0.6925,0.6335999999999999,1,佛系型,0.6093000000000001,风险,5.3,0.859,0.86,8.1,6.4,72.9,5.0,0,0,0.431,0,0,0,0,中,农村,1,西南
202403010104,男,大二,土木工程学院,土木工程,3.19,3.13,高风险,0.6859999999999999,0.6311,0.4934,3,均衡型,0.5552,风险,7.3,0.845,0.861,6.8,1.9,74.6,5.4,2,1,0.419,1,0,1,0,中,县镇,1,西北
202201010207,男,大四,信息工程学院,计算机科学与技术,3.0,3.13,中风险,0.605,0.506,0.6649999999999999,2,高危型,0.6614,风险,7.2,0.846,0.776,7.2,8.1,74.0,5.8,1,0,0.838,0,0,0,0,中,城市,0,华北
202206020106,男,大四,文学院,新闻学,3.37,3.62,低风险,0.7929999999999999,0.7468,0.7006000000000001,4,学霸型,0.7328,良好,6.4,0.913,0.909,7.0,5.4,84.4,3.3,0,0,0.881,0,0,0,0,中,农村,0,华中
202304030110,男,大三,经济管理学院,会计学,3.55,3.57,中风险,0.66875,0.5376000000000001,0.6656,3,均衡型,0.4868,严重风险,7.0,0.829,0.904,6.9,6.0,82.4,4.8,2,0,0.631,0,0,1,0,低,农村,1,华东
202401040304,男,大二,信息工程学院,电子信息工程,3.28,3.23,低风险,0.6439999999999999,0.6392,0.6242,2,高危型,0.5933,风险,7.6,0.839,0.651,7.7,5.1,78.8,4.8,0,0,0.431,0,0,0,0,中,农村,1,华中
202206010111,女,大四,文学院,汉语言文学,3.37,3.33,中风险,0.5972500000000001,0.6382,0.681,2,高危型,0.5398999999999999,严重风险,6.9,0.775,0.802,7.7,6.7,79.5,4.6,2,0,0.838,0,0,1,0,中,县镇,1,华东
202501030210,男,大一,信息工程学院,数据科学与大数据技术,3.49,3.34,低风险,0.7315,0.7639,0.6172,1,佛系型,0.6863,风险,5.4,0.875,0.783,8.3,7.1,62.8,4.9,0,0,0.206,1,0,0,0,低,县镇,0,华北
202401030101,男,大二,信息工程学院,数据科学与大数据技术,2.62,3.02,中风险,0.76325,0.6309,0.585,0,均衡型,0.5185000000000001,严重风险,4.3,0.946,0.937,6.6,5.9,60.0,4.4,1,0,0.425,0,0,0,0,中,城市,0,华东
202303020213,男,大三,土木工程学院,工程管理,3.48,3.64,中风险,0.613,0.6455,0.6028,3,均衡型,0.7733,良好,3.5,0.848,0.772,7.3,4.1,75.7,4.1,1,0,0.631,1,0,0,0,高,县镇,0,华东
202406010109,男,大二,文学院,汉语言文学,3.3,3.04,中风险,0.5305000000000001,0.5529,0.5880000000000001,2,高危型,0.7007,良好,6.1,0.786,0.684,6.6,5.8,67.5,5.2,1,0,0.419,1,0,0,0,高,农村,0,西南
202304020212,男,大三,经济管理学院,市场营销,3.85,3.83,低风险,0.7165,0.5874999999999999,0.6332,3,均衡型,0.6439,风险,9.4,0.813,0.841,7.6,7.8,74.3,6.6,1,0,0.638,0,0,0,1,低,农村,1,华南
202306020402,女,大三,文学院,新闻学,3.71,4.03,低风险,0.76125,0.7153,0.6792,4,学霸型,0.6841,风险,1.9,0.892,0.817,7.0,6.7,69.3,3.3,0,0,0.662,0,0,0,0,高,城市,0,西北
202507020210,女,大一,理学院,应用物理,2.5,2.505,高风险,0.5787499999999999,0.4959,0.54,2,高危型,0.4032,严重风险,7.9,0.83,0.821,7.2,3.1,81.0,5.9,2,0,0.194,0,0,0,1,低,农村,1,西南
202303020218,女,大三,土木工程学院,工程管理,3.91,3.96,低风险,0.75275,0.6299,0.6012000000000001,0,均衡型,0.7405,良好,5.6,0.915,0.936,7.6,5.1,67.8,4.1,0,0,0.65,1,0,1,0,中,农村,0,西南
202204020110,男,大四,经济管理学院,市场营销,3.25,3.15,中风险,0.69775,0.6608,0.639,1,佛系型,0.6775,风险,5.9,0.812,0.809,7.0,5.7,72.0,4.0,1,0,0.85,0,0,0,0,中,城市,0,华南
202204020109,女,大四,经济管理学院,市场营销,3.74,3.58,低风险,0.6214999999999999,0.7445,0.6264000000000001,1,佛系型,0.8956,优秀,5.6,0.799,0.847,8.2,4.1,75.6,3.3,0,0,0.862,1,0,0,1,低,县镇,1,华南
